smiles,copo_smiles,construction,architecture,complement,HOMO,LUMO,electrochemical_gap,optical_gap,PCE,V_OC,J_SC,fill_factor
Cc1ccc(-c2ccc(-c3cnc(-c4cc5c(s4)-c4sc(-c6ncc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc76)cc4[Si]5(C)C)c4nsnc43)s2)s1,,molecule,bulk,PC71BM,0.7,0.329341317365269,0.370658682634731,0.221556886227545,0.767441860465116,0.356643356643357,0.791759465478842,0.805157593123209
CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(C6=C(c7ccccc7)C(c7ccccc7)=C(c7ccc(-c8ccc(C9=S=CC=C9)s8)s7)[Si]6(C)C)s5)s4)s3)cc21,,polymer,bulk,PC61BM,0.7,,0.7,0.491017964071856,0.182558139534884,0.335664335664336,0.244432071269488,0.651862464183381
COCc1cc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1,,polymer,bulk,PC71BM,0.8,0.329341317365269,0.470658682634731,0.281437125748503,0.753488372093023,0.300699300699301,0.808463251670379,0.872492836676218
Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)cc21,,polymer,bulk,PC61BM,0.48125,0.209580838323353,0.271669161676647,0.37125748502994,0.0697674418604651,0.307692307692308,0.151447661469933,0.414040114613181
COc1c2ccsc2c(OC)c2cc(-c3sc(-c4sc(-c5cc(C)cs5)c5c4C(=O)N(C)C5=O)cc3C)sc21,,polymer,bulk,PC61BM,0.378125,0.179640718562874,0.198484281437126,0.446107784431138,0.348837209302326,0.454545454545455,0.11804008908686,0.44269340974212
CC1(C)CC(C=Cc2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1,,molecule,DSSC,TiO2,0.99375,1.00,-0.00625,,0.322093023255814,0.207692307692308,0.518930957683742,0.757879656160458
Cc1c2ccsc2c(C)c2cc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)sc21,,polymer,bulk,PC61BM,0.51875,0.43,0.08875,,0.723255813953488,0.405594405594406,0.701559020044543,0.789398280802292
CC(=O)c1cc2c(csc2-c2cc3c(s2)c(C)c2ccsc2c3C)s1,,polymer,bulk,PC61BM,0.675,0.44,0.235,0.29940119760479,0.534883720930233,0.34965034965035,0.518930957683742,0.872492836676218
Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1cnc(-c2ncc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)s2)s1,,molecule,bulk,PC71BM,0.64375,0.389221556886228,0.254528443113772,0.652694610778443,0.13953488372093,0.48951048951049,0.247772828507795,0.371060171919771
Cc1nc(-c2nc(C)c(-c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)s2)sc1-c1cccs1,,polymer,bulk,PC71BM,0.7,0.149700598802395,0.550299401197605,0.431137724550898,0.32093023255814,0.286713286713287,0.42706013363029,0.722063037249284
Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nc6c7ccsc7c7sccc7c6nc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,,polymer,bulk,PC71BM,0.66875,0.37,0.29875,0.287425149700599,0.755813953488372,0.391608391608392,0.635857461024499,0.858166189111748
Cn1c2ccsc2c2sc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21,,polymer,bulk,PC61BM,0.8125,0.43,0.3825,0.197604790419162,0.240697674418605,0.174825174825175,0.517260579064588,0.585959885386819
Cc1nc(-c2nc(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,,molecule,bulk,PC71BM,0.55,1.00,-0.45,0.868263473053892,0.0732558139534884,0.307692307692308,0.180400890868597,0
CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4ccc(-c5cccs5)c5nsnc54)s2)cc1C3(C)C,,polymer,bulk,PC71BM,0.6625,0.62874251497006,0.03375748502994,0.329341317365269,0.705813953488372,0.384615384615385,0.728841870824053,0.767908309455587
c1csc(-c2cc(-c3cccs3)c(-c3cccs3)s2)c1,,polymer,bulk,PC61BM,0.6625,0.86,-0.1975,,0.0593023255813953,0.208391608391608,0.169265033407572,0.42836676217765
Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C6=S=C(C=C7C(=O)c8ccccc8C7=O)C=C6C)cc5C)cc4C)s3)s2)s1,,molecule,bulk,PC61BM,0.83125,0.43,0.40125,0.215568862275449,0.561627906976744,0.370629370629371,0.466592427616927,0.987106017191977
CC(=O)c1sc2csc(-c3cc4c(s3)c(C)c3ccsc3c4C)c2c1F,,polymer,bulk,PC61BM,0.6,0.37,0.23,0.311377245508982,0.441860465116279,0.412587412587413,0.396436525612472,0.843839541547278
Cc1cc2c3ccsc3c3sc(-c4ccc(-c5cnc(-c6cccs6)c6nsnc65)s4)cc3c2cc1C,,polymer,bulk,PC61BM,0.5875,0.44,0.1475,,0.709302325581395,0.307692307692308,0.778396436525612,0.839541547277937
COC(=O)c1sc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2c1F,,polymer,bulk,PC61BM,0.71875,0.50,0.21875,0.329341317365269,0.825581395348837,0.328671328671329,0.775055679287305,0.94269340974212
C=Cc1sccc1C(=O)OC,,polymer,bulk,PC61BM,0.6,0.329341317365269,0.270658682634731,0.341317365269461,0.232558139534884,0.412587412587413,0.294543429844098,0.57163323782235
COc1c2sccc2c2cc(-c3cc(C)c(-c4nc5sc(-c6sccc6C)nc5s4)s3)sc2c1OC,,polymer,bulk,PC71BM,0.69375,0.748502994011976,-0.054752994011976,0.467065868263473,0.383720930232558,0.440559440559441,0.296213808463252,0.939828080229226
COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4ccc5c6ccc(-c7cc(C)c(-c8ccc(-c9sc(C=C(C#N)C(=O)OC)cc9C)s8)s7)cc6n(C)c5c4)cc3C)s2)s1,,molecule,bulk,PC61BM,0.725,0.56,0.165,0.473053892215569,0.41046511627907,0.48951048951049,0.332405345211581,0.829512893982808
Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c(nc21)-c1cccc2cccc-3c12,,polymer,bulk,PC61BM,0.8375,0.47,0.3675,,0.072093023255814,0.227272727272727,0.129175946547884,0.643266475644699
COC(=O)c1cc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)s1,,polymer,bulk,PC71BM,0.840625,0.56,0.280625,0.293413173652695,0.606976744186047,0.202797202797203,0.825167037861915,0.862464183381089
COc1ccsc1-c1sc(-c2scc3c2C(=O)N(C)C3=O)cc1OC,,polymer,bulk,PC71BM,0.84375,0.43,0.41375,0.221556886227545,0.151162790697674,0.0979020979020979,0.401447661469933,0.643266475644699
COc1c2ccsc2c(OC)c2cc(-c3cc(C)c(-c4sc(-c5sccc5C)c5c4C(=O)N(C)C5=O)s3)sc21,,polymer,bulk,PC61BM,0.46666666666875,0.25349301397006,0.21317365269869,0.44311377245509,0.441860465116279,0.433566433566434,0.413140311804009,0.772206303724928
Cc1nc2c3ccsc3c3sc(-c4ccc(-c5cnc(C6=S=CC=C6)c6nsnc65)s4)cc3c2nc1C,,polymer,bulk,PC61BM,0.5,0.43,0.07,,0.636046511627907,0.335664335664336,0.74109131403118,0.744985673352436
COc1cccc2c1ccc(-c1ccc(-c3ccc(-c4cccs4)c4nsnc43)s1)c2OC,,polymer,bulk,PC71BM,0.55625,0.291417165670659,0.264832834329341,0.435129740520958,0.47093023255814,0.391608391608392,0.0456570155902004,0.0329512893982808
Cn1c2ccccc2c2ccc(-c3ccc(-c4nnc(-c5cccs5)c5nccnc45)s3)cc21,,polymer,bulk,PC61BM,0.35625,0.16,0.19625,0.467065868263473,0,0.272727272727273,0.0206013363028953,0.45702005730659
CC(=O)c1cc2csc(-c3cc4c(s3)c(-c3ccc(C)s3)c3ccsc3c4-c3ccc(C)s3)c2s1,,polymer,bulk,PC71BM,0.74375,0.54,0.20375,0.269461077844311,0.87093023255814,0.328671328671329,0.963251670378619,0.796561604584527
Cc1cc(-c2c3ccsc3c(-c3cc(C)c(C)s3)c3cc(-c4ccc5c(c4)N(C)C(=O)C5=C4c5ccccc5N(C)C4=O)sc32)sc1C,,polymer,bulk,PC71BM,0.36875,0.11,0.25875,0.25748502994012,0.446511627906977,0.468531468531469,0.447661469933185,0.686246418338109
Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)C(C)(C)c1cc(N(c3ccccc3)c3cccc4ccccc43)ccc1-2,,molecule,DSSC,TiO2,0.71875,0.73,-0.01125,,0.706976744186047,0.258741258741259,0.924832962138085,0.786532951289398
CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7cccs7)s6)[Si]5(C)C)s4)s3)cc21,,polymer,bulk,PC61BM,0.75625,,,0.508982035928144,0.217441860465116,0.335664335664336,0.33184855233853,0.595988538681948
COc1c2ccsc2c(OC)c2cc(-c3scc4sc(C(C)=O)cc43)sc21,,polymer,bulk,PC61BM,0.7375,0.36,0.3775,,0.755813953488372,0.300699300699301,0.808463251670379,0.872492836676218
COc1c2ccsc2c(OC)c2c1=S=C(c1ccc(-c3sc(-c4nc(C)c(-c5cccs5)s4)nc3C)s1)C=2,,polymer,bulk,PC71BM,0.64166666666875,0.748502994011976,-0.106836327343226,0.491017964071856,0.432558139534884,0.412587412587413,0.426503340757238,0.772206303724928
Cc1ccc(-c2c3ccsc3c(-c3ccc(C)s3)c3cc(-c4ccc(-c5nc6sc(-c7cccs7)nc6s5)s4)sc32)s1,,polymer,bulk,PC71BM,0.6,0.568862275449102,0.031137724550898,0.520958083832335,0.595348837209302,0.405594405594406,0.0679287305122494,0.800859598853868
CN1C(=O)c2csc(-c3cc4c(s3)-c3sccc3C4(C)C)c2C1=O,,polymer,bulk,PC71BM,0.68875,0.368862275449102,0.319887724550898,0.317365269461078,0.790697674418605,0.363636363636364,0.71380846325167,0.802292263610315
COc1c2ccsc2c(OC)c2cc(-c3sc(C4=S=Cc5ccccc54)c4ccccc43)sc21,,polymer,bulk,PC61BM,0.8,0.209580838323353,0.590419161676647,0.101796407185629,0.0697674418604651,0,0.0679287305122494,0.313753581661891
COc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2-c2ccc(OC)cc2)cc1,,polymer,bulk,PC71BM,0.61875,0.47,0.14875,,0.453488372093023,0.384615384615385,0.544543429844098,0.657593123209169
Cc1ccc(-c2c3sc4cc(-c5scc6cc(S(C)(=O)=O)sc65)sc4c3c(-c3ccc(C)s3)c3sc4ccsc4c32)s1,,polymer,bulk,PC71BM,0.68125,,,0.275449101796407,0.894186046511628,0.321678321678322,0.915924276169265,0.874355300859599
COc1c2ccsc2c(OC)c2cc(-c3scc4cc(C(C)=O)sc43)sc21,,polymer,bulk,PC71BM,0.375,0.56,-0.185,0.311377245508982,0.755813953488372,0.300699300699301,0.808463251670379,0.872492836676218
C=Cc1cc(OC)ccc1OC,,polymer,bulk,PC61BM,0.6,,,,0.348837209302326,0.307692307692308,0.335189309576837,0.958452722063037
COc1c2ccsc2c(OC)c2c1=S=C(c1cc(C)c(-c3sc(-c4nc(C)c(-c5sccc5C)s4)nc3C)s1)C=2,,polymer,bulk,PC71BM,0.21875,0.91,-0.69125,0.51497005988024,0.0930232558139535,0.342657342657343,0.0144766146993318,0.319484240687679
COc1c2ccsc2c(OC)c2cc(-c3scc4sc(C(C)=O)c(F)c43)sc21,,polymer,bulk,PC71BM,0.675,0.42,0.255,,0.883720930232558,0.342657342657343,0.83630289532294,0.915472779369628
Cc1ccc(-c2ccc(-c3c4cc(-c5cc(C)c(-c6ccc(-c7sc(C=C8SC(=S)N(C)C8=O)cc7C)s6)s5)sc4c(-c4ccc(-c5ccc(C)s5)s4)c4cc(-c5cc(C)c(-c6ccc(-c7sc(C=C8SC(=S)N(C)C8=O)cc7C)s6)s5)sc43)s2)s1,,molecule,bulk,PC71BM,0.375,0.51,-0.135,0.377245508982036,0.869767441860465,0.440559440559441,0.656458797327394,0.0616045845272206
Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5ccc(-c6cccs6)c6nsnc65)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,,polymer,bulk,PC61BM,0.54375,0.29,0.25375,0.341317365269461,0.486046511627907,0.370629370629371,0.0512249443207127,0.714899713467049
Cn1c2ccccc2c2ccc(-c3ccc(-c4nnc(-c5cccs5)c5nonc54)s3)cc21,,polymer,bulk,PC61BM,0.4,0.00,0.4,0.263473053892216,0.0465116279069767,0.384615384615385,0.0746102449888641,0.5
Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c4sccc4c4cc(C)c(C)cc54)s3)c3nsnc32)c1,,polymer,bulk,PC61BM,0.6,0.51,0.09,0.287425149700599,0.581395348837209,0.27972027972028,0.780623608017817,0.729226361031519
COc1ccc2c(c1)-c1cc(OC)c(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc1[Si]2(C)C,,polymer,bulk,PC61BM,0.63958333333125,0.355289421155689,0.284293912175561,0.385229540916168,0.511627906976744,0.27972027972028,0.608017817371938,0.73352435530086
Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,,molecule,DSSC,TiO2,0.74375,0.209580838323353,0.534169161676647,,0.545348837209302,0.20979020979021,0.780623608017817,0.0415472779369628
CC1(C)c2ccccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5cccs5)c5nsnc54)s2)cc1C3(C)C,,polymer,bulk,PC61BM,0.5125,0.42,0.0925,0.502994011976048,0.272093023255814,0.51048951048951,0.329621380846325,0.0128939828080229
Cc1csc(-c2sc(-c3nc4cc5sc(-c6cc(C)c(-c7cc(C)cs7)s6)nc5cc4s3)cc2C)c1,,polymer,bulk,PC71BM,0.6,0.808383233532934,-0.208383233532934,0.640718562874251,0.0593023255813953,0.181818181818182,0.185968819599109,0.42836676217765
COC(=O)c1cc2c(-c3cccs3)sc(-c3ccc(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)s3)c2s1,,polymer,bulk,PC71BM,0.9,0.62874251497006,0.27125748502994,0.287425149700599,0.511627906976744,0.202797202797203,0.669265033407572,0.911174785100287
Cc1ccsc1-c1nnc(-c2sc(-c3cc4c(s3)-c3sccc3C4(C)C)cc2C)nn1,,polymer,bulk,PC71BM,0.515625,0.158682634730539,0.356942365269461,0.350299401197605,0.12906976744186,0.20979020979021,0.336859688195991,0.44269340974212
CN1C(=O)C2=C(c3ccc(-c4ccc5ccccc5c4)s3)N(C)C(=O)C2=C1c1cccs1,,polymer,bulk,PC71BM,0.63125,0.508982035928144,0.122267964071856,0.221556886227545,0.534883720930233,0.342657342657343,0.646993318485523,0.700573065902579
Cc1ccsc1-c1cc(C)c(-c2ccc(-c3cc(C)c(C4=S=C(c5ccc6c7cc8c(cc7n(C)c6c5)c5ccccc5n8C)C(C)=C4)s3)c3nsnc32)s1,,polymer,bulk,PC61BM,0.70625,0.60,0.10625,0.455089820359281,0.408139534883721,0.293706293706294,0.500556792873051,0.772206303724928
C[Si]1(C)c2ccsc2-c2sc(-c3cccc4nonc43)cc21,,polymer,bulk,PC71BM,0.5,0.269461077844311,0.230538922155689,,0.616279069767442,0.286713286713287,0.752783964365256,0.786532951289398
COC(=O)c1cc2csc(-c3cc4c(s3)c(-c3ccc(C)s3)c3ccsc3c4-c3ccc(C)s3)c2s1,,polymer,bulk,PC71BM,0.25,0.56,-0.31,0.269461077844311,0.71046511627907,0.286713286713287,0.802338530066815,0.85243553008596
COc1cccc(C2N=c3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3=NC2c2cccc(OC)c2)c1,,polymer,bulk,PC61BM,0.0,0.329341317365269,-0.329341317365269,0.461077844311377,0.418604651162791,0.51048951048951,0.324053452115813,0.858166189111748
Cc1csc(C2=NC3SC(c4cc(C)c(-c5cc6c(s5)-c5sccc5[Si]6(C)C)s4)=NC3S2)c1,,polymer,bulk,PC71BM,0.5625,0.44,0.1225,0.377245508982036,0.672093023255814,0.321678321678322,0.616369710467706,0.981375358166189
Cn1c2ccsc2c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)cc21,,polymer,bulk,PC61BM,0.6875,0.31,0.3775,0,0.302325581395349,0.0769230769230769,0.814031180400891,0.643266475644699
COc1c(OC)c(-c2ccc(-c3ccc(-c4ccc5c6ccccc6n(C)c5c4)s3)s2)c2nsnc2c1-c1ccc(-c2cccs2)s1,,polymer,bulk,PC71BM,0.7,0.51,0.19,0.479041916167665,0.467441860465116,0.440559440559441,0.459910913140312,0.732091690544413
Cc1csc(-c2sc(-c3ccc(-c4cc(C)c(-c5cc(C)c(-c6ccc7c8cc9c(cc8n(C)c7c6)c6ccccc6n9C)s5)s4)c4nsnc43)cc2C)c1,,polymer,bulk,PC61BM,0.7,0.568862275449102,0.131137724550898,0.461077844311377,0.406976744186047,0.293706293706294,0.500556792873051,0.772206303724928
Cc1ccsc1-c1ccc(-c2sc(-c3nc(C)c(-c4ccc(C5=S=C(c6cc7c(s6)-c6sccc6[Si]7(C)C)C=C5C)s4)s3)nc2C)s1,,polymer,bulk,PC71BM,0.375,0.74,-0.365,0.455089820359281,0.432558139534884,0.314685314685315,0.473273942093541,0.830945558739255
Cc1c2ccsc2c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)cc2c1C,,polymer,bulk,PC71BM,0.68125,0.31,0.37125,0.125748502994012,0.5,0.314685314685315,0.0456570155902004,0.843839541547278
CC1(C)CC(C=Cc2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1,,molecule,DSSC,TiO2,0.85,0.83,0.02,,0.312790697674419,0.190909090909091,0.446547884187082,0.872492836676218
C=Cc1ccc2c3ccccc3n(-c3ccc(OC)cc3)c2c1,,polymer,bulk,PC61BM,0.43125,0.79,-0.35875,0.988023952095808,0.0348837209302326,0.405594405594406,0.039532293986637,0.614613180515759
COc1c2ccsc2c(OC)c2cc(-c3scc4sc(S(C)(=O)=O)cc43)sc21,,polymer,bulk,PC71BM,0.7375,0.40,0.3375,,0.711627906976744,0.342657342657343,0.775055679287305,0.786532951289398
CC1=CC(c2ccc(-c3cc(C)c(-c4cc5c(s4)c4sccc4c4nc(C)c(C)nc54)s3)c3nsnc32)=S=C1,,polymer,bulk,PC61BM,0.525,0.52,0.005,0.341317365269461,0.488372093023256,0.391608391608392,0.623608017817372,0.608882521489971
Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc(C)c(-c2ccc(-c3sc(C4=S=C(C=C5C(=O)c6ccccc6C5=O)C=C4C)cc3C)s2)s1,,molecule,bulk,PC61BM,0.74375,0.47,0.27375,0.25748502994012,0.453488372093023,0.356643356643357,0.442650334075724,0.858166189111748
CN1C(=O)c2csc(-c3cc4c(s3)-c3sccc3[Si]4(C)C)c2C1=O,,polymer,bulk,PC71BM,0.53958333333125,0.28,0.25958333333125,0.37458416502994,0.837209302325581,0.426573426573427,0.669265033407572,0.929799426934097
Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21,,polymer,bulk,PC71BM,0.60625,0.49,0.11625,0.449101796407186,0.555813953488372,0.412587412587413,0.499443207126949,0.843839541547278
Cc1ccc(-c2ccc(-c3ncc(-c4cc5c(s4)-c4sc(-c6cnc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc76)cc4[Si]5(C)C)c4nsnc43)s2)s1,,molecule,bulk,PC71BM,0.7125,0.329341317365269,0.383158682634731,0.227544910179641,0.36046511627907,0.300699300699301,0.0957683741648107,0.55730659025788
COc1c2cc(-c3cc4c(s3)-c3sc(C5=NC6SC(c7cc8c(s7)-c7sccc7[Si]8(C)C)=NC6S5)cc3[Si]4(C)C)sc2c(OC)c2ccsc21,,polymer,bulk,PC71BM,0.6,0.329341317365269,0.270658682634731,0.383233532934132,0.604651162790698,0.293706293706294,0.635857461024499,0.901146131805158
Cc1csc(-c2cc3c4nsnc4c(-c4cc(C)cs4)cc3c3nsnc32)c1,,molecule,bulk,PC61BM,0.475,0.38,0.095,0.640718562874251,,,,
Cn1c(-c2ccc(-c3cccc4nsnc43)s2)ccc1C1=S=CC=C1,,polymer,bulk,PC61BM,0.5,0.25,0.25,0.281437125748503,0.104651162790698,0.314685314685315,0.162583518930958,0.48567335243553
CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2cccc4nsnc42)cc1C3(C)C,,polymer,bulk,PC71BM,0.609375,0.30,0.309375,,0.506976744186047,0.363636363636364,0.627505567928731,0.657593123209169
Cc1cc(-c2ccc(-c3cc(C)c(-c4cccs4)s3)c3nsnc32)sc1-c1cccs1,,polymer,bulk,PC61BM,0.375,0.37,0.005,0.311377245508982,0.290697674418605,0.328671328671329,0.301781737193764,0.858166189111748
Cc1ccsc1-c1ccc(-c2sc(-c3ccc4c(c3)N(C)C(=O)C4=C3c4ccccc4N(C)C3=O)cc2C)s1,,polymer,bulk,PC71BM,0.3,0.19,0.11,0.221556886227545,0.72093023255814,0.300699300699301,0.719376391982183,0.944126074498567
